,odid,display_name,od_name,production_year,running_time,sequel,opening_weekend_revenue,opening_weekend_theaters,maximum_theaters,theatrical_engagements,production_budget,domestic_box_office,international_box_office,inflation_adjusted_domestic_box_office,name_length,source_category.fiction_tale_novel,source_category.music_dance,source_category.original_screenplay,source_category.others,source_category.play_TV_movie_film,source_category.real_factual,source_category.NA,production_companies_size.Big_15,production_companies_size.Extra_small,production_companies_size.Large,production_companies_size.Medium,production_companies_size.NULL,production_companies_size.Others,production_companies_size.Small,Rank.others.x,Rank.act_1000,Rank.act_250,Rank.act_500.x,Rank.act_750,genre.Action,genre.Adventure,genre.Comedy,genre.Concert/Performance,genre.Documentary,genre.Drama,genre.Horror,genre.Musical,genre.Others,genre.Thriller/Suspense,genre.Western,rating.G,rating.NC-17,rating.Not Rated,rating.Open,rating.PG,rating.PG-13,rating.R,Rank.others.y,Rank.dir_100,Rank.dir_20,Rank.dir_200,Rank.dir_500,Rank.dir_900,Rank.others
2664,61190100,Ghost in the Shell 2: Innocence,Ghost in the Shell 2 Innocence,2004,NA,1,317722,47,55,326,0,1043896,0,1417075,31,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2665,61200100,Kaante,Kaante,2002,NA,0,425975,26,29,128,0,1041228,0,1505623,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2666,61220100,Before the Rains,Before the Rains,2008,NA,0,48159,8,44,404,0,1037128,20000,1217680,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,0
2667,61240100,Together,Together,2001,NA,0,0,0,47,338,0,1034829,2315099,1540313,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2668,61260100,Notorious C.H.O.,Notorious C H O,2002,NA,0,13188,1,26,270,0,1033395,0,1499394,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0
2669,61270100,Urbania,Urbania,2000,NA,0,72129,10,43,293,225000,1032075,0,1614168,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2670,61280100,The Children of Huang Shi,Children of Huang Shi The,2008,NA,0,42755,7,43,557,20000000,1031872,7189828,1211509,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2671,61340100,The Eyes of Tammy Faye,Eyes of Tammy Faye The,2000,NA,0,14070,2,51,367,0,1029591,0,1610282,22,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,0,0,0
2672,61350100,A Home at the End of the World,Home at the End of the World A,2004,NA,0,64728,5,65,378,6500000,1029017,4793,1396876,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2673,61370100,The Business of Strangers,Business of Strangers The,2001,NA,0,71821,8,60,349,6000000,1030920,260000,1525906,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2674,61380100,U Me Aur Hum,U Me Aur Hum,2008,NA,0,642923,89,89,267,0,1028191,2300000,1207193,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2675,61390100,Ma Tante Aline,Ma Tante Aline,2007,NA,0,207145,65,65,193,0,1027636,0,1259147,14,0,0,1,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2676,61400100,The Tango Lesson,Tango Lesson The,1997,NA,0,19752,2,49,291,0,1026402,3167636,1855274,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2677,61450100,Hard Candy,Hard Candy,2006,NA,0,58049,2,152,445,950000,1024640,7242426,1318730,10,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2678,61460100,De battre mon coeur s'est arrt_,De battre mon coeurs est arrete,2005,NA,0,65365,5,37,356,5500000,1023424,7566407,1345934,32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2679,61470100,"The Bread, My Sweet",Bread My Sweet The,2002,NA,0,3376,2,8,199,0,1023156,0,1444978,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2680,61500100,Skinwalkers,Skinwalkers,2007,NA,0,753520,745,745,1113,0,1018965,0,1248525,11,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2681,61510100,Silver City,Silver City,2004,NA,0,337484,114,162,433,0,1017376,0,1381070,11,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0
2682,61520100,Liam,Liam,2001,NA,0,44399,7,55,508,0,1016021,649684,1513261,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2683,61530100,Two Family House,Two Family House,2000,NA,0,30316,9,65,462,0,1015122,5573,1587656,16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2684,61540100,The Son's Room,Sons Room The,2002,NA,0,4887,1,26,305,0,1014416,10700000,1471861,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2685,61560100,Owning Mahowny,Owning Mahowny,2003,NA,0,33287,9,24,337,10000000,1011054,0,1413458,14,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2686,61570100,ö la folie... pas du tout,A la folie pas du tout,2003,NA,0,91630,13,23,333,0,1009827,0,1411747,25,0,0,1,0,0,0,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0
2687,61580100,Slam,Slam,1998,NA,0,34887,0,76,540,1000000,1009819,77702,1815089,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0
2688,61590100,The Nutcracker,Nutcracker The (1998),1998,NA,0,88136,23,28,188,0,1009291,0,1765082,14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0
2689,61600100,Sarkar Raj,Sarkar Raj,2008,NA,1,642523,70,70,280,0,1009065,16713933,1184735,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0
2690,61610100,Thr3e,Thr3e,2007,NA,0,675000,458,460,776,2400000,1008849,411569,1236133,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2691,61630100,The Castle,Castle The,1999,NA,0,29452,7,56,389,0,1007834,0,1672445,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2692,61640100,Straight From The Heart,Straight From The Heart,1999,NA,0,298769,35,35,91,0,1007446,0,1671804,23,0,0,1,0,0,0,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0
2693,61650100,All Over the Guy,All Over the Guy,2001,NA,0,12852,1,35,285,0,1006969,0,1499773,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2694,61660100,Xiu Xiu: The Sent Down Girl,Xiu Xiu The Sent Down Girl,1999,NA,0,23880,3,25,384,0,1006518,0,1670261,27,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2695,61670100,Fast Food Nation,Fast Food Nation,2006,NA,0,410804,321,321,718,0,1005539,0,1292825,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2696,61680100,Shiloh,Shiloh,1997,NA,0,115710,70,70,588,0,1002175,0,1840589,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2697,61710100,My Summer of Love,My Summer of Love,2005,NA,0,90022,17,63,312,1700000,1000915,3726460,1316328,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2698,61720100,Assassination Tango,Assassination Tango,2003,NA,0,64474,7,45,402,0,1000673,282204,1398950,19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2699,61730100,Goya's Ghosts,Goyas Ghosts,2007,114,0,159671,49,49,405,0,1000626,0,1226051,13,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2700,61850100,Ast_rix aux Jeux Olympiques,Asterix aux Jeux Olympiques,2008,NA,0,0,0,63,151,113500000,999811,132000000,1173869,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0
2701,61860100,Cowboy Bebop,Cowboy Bebop,2003,NA,0,234429,19,29,300,0,999435,2695,1397213,12,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2702,61890100,All Access: Front Row. Backstage. Live!,All Access Front Row Backstage Live,2001,NA,0,0,0,35,584,0,995122,0,1482129,39,0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2703,61920100,Twin Falls Idaho,Twin Falls Idaho,1999,NA,0,49849,6,54,444,500000,985341,41887,1635117,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2704,61950100,Cassandra's Dream,Cassandras Dream,2008,NA,0,361901,107,107,343,0,973018,21505120,1142408,17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2705,61980100,Strike,Strike,1998,NA,0,307763,133,144,277,0,968506,0,1740829,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2706,61990100,Baghban,Baghban,2003,NA,0,345041,50,50,81,0,967555,0,1352644,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2707,62040100,Broken English,Broken English (2007),2007,NA,0,55198,7,41,262,0,956919,987231,1172503,14,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2708,62060100,The Ten Commandments,Ten Commandments The (2007),2007,NA,0,478910,830,830,1399,10000000,952820,99087,1167479,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,1,0
2709,62070100,Diary of the Dead,Diary of the Dead,2008,NA,1,232576,42,48,450,2750000,952620,4441827,1118459,17,0,0,1,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2710,62110100,It Might Get Loud,It Might Get Loud,2009,NA,0,92679,7,75,634,0,1610163,0,1809820,17,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2711,62120100,Encounters at the End of the World,Encounters at the End of the World,2008,NA,0,17730,1,39,373,0,944933,307680,1109439,34,0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,1
2712,62130100,American Teen,American Teen,2008,NA,0,45589,5,109,536,0,942441,46878,1106513,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2713,62160100,The Rising,Rising The,2005,NA,0,531018,63,63,191,0,939363,7187968,1235383,10,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2714,62200100,Bright Young Things,Bright Young Things,2004,NA,0,46926,3,92,421,0,933637,1748963,1267400,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2715,62210100,Bunty Aur Babli,Bunty Aur Babli,2005,NA,0,344000,51,51,197,0,932509,6944212,1226371,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0
2716,62220100,Breaking and Entering,Breaking and Entering,2006,120,0,21160,2,95,412,0,930469,0,1140090,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2717,62240100,Criminal,Criminal (2004),2004,NA,0,283209,77,90,414,0,929233,0,1261415,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2718,62270100,The Hanging Garden,Hanging Garden The,1997,NA,0,45830,5,20,147,0,925756,0,1679113,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2719,62280100,Bacheha-Ye aseman,Bacheha Ye aseman,1999,NA,0,20100,3,24,264,180000,933933,694646,1549813,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2720,62290100,Separate Lies,Separate Lies (2005),2005,NA,0,22341,2,127,508,0,924260,76000,1215522,13,1,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2721,62310100,Chandni Chowk to China,Chandni Chowk to China,2009,NA,0,629921,130,130,292,0,921738,0,1036030,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2722,62320100,The Man Without a Past,Man Without a Past The,2003,NA,0,23281,2,29,300,0,921547,0,1288332,22,0,0,1,0,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2723,62330100,Nouvelle-France,Nouvelle France,2004,NA,0,253337,83,83,83,0,921364,0,1250734,15,0,0,1,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2724,62360100,Provoked: A True Story,Provoked A True Story,2007,NA,0,0,0,62,0,0,918931,2363338,1125953,22,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2725,62400100,Delgo,Delgo,2008,NA,0,511920,2160,2160,2160,40000000,915840,0,1075280,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2726,62410100,Storytelling,Storytelling,2002,NA,0,73688,4,40,202,0,912442,1112080,1323898,12,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2727,62440100,Hands on a Hardbody,Hands on a Hardbody,1998,NA,0,0,0,6,48,0,909650,0,1635041,19,0,0,0,0,0,1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2728,62460100,Va Savoir (Who Knows?),Va Savoir (Who Knows),2001,NA,0,43010,3,35,322,0,907323,0,1347055,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2729,62490100,Jesus Camp,Jesus Camp,2006,NA,0,17659,13,52,440,0,902544,492445,1159707,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2730,62500100,Simpatico,Simpatico,1999,NA,0,4960,1,256,604,0,902144,0,1411789,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2731,62510100,Starting Out in the Evening,Starting Out in the Evening,2007,NA,0,76214,7,43,346,0,902115,0,1086189,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
2732,62540100,September Dawn,September Dawn,2007,NA,0,901857,857,857,857,10100000,1066555,0,1306835,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2733,62560100,The Brothers Solomon,Brothers Solomon The,2007,NA,0,508601,700,700,1467,10000000,900926,0,1103892,20,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2734,62580100,Vers le sud,Vers le sud,2006,NA,0,42810,2,26,305,0,898294,1868893,1156124,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2735,62610100,Intermission,Intermission,2004,NA,0,39936,10,69,448,0,889857,3671117,1207968,12,0,0,1,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,0
2736,62620100,Les doigts croches,Doights croches Les,2009,NA,0,0,0,66,107,0,1662485,0,1868628,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2737,62650100,Tyson,Tyson,2009,NA,0,85046,11,56,359,0,887918,79378,998019,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0
2738,62660100,Looking for Comedy in the Muslim World,Looking for Comedy in the Muslim World,2006,NA,0,429223,161,161,392,0,887416,0,1142122,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2739,62690100,La otra conquista,Otra conquista La,2000,NA,0,305308,74,74,255,3500000,886410,0,1386347,17,0,0,1,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2740,62700100,Saawariya,Saawariya,2007,NA,0,542192,85,85,213,0,885574,19166882,1085084,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2741,62710100,Place Vendome,Place Vendome,2000,NA,0,32619,1,13,152,0,884823,0,1373255,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0
2742,62720100,Gaz Bar Blues,Gaz Bar Blues,2003,NA,0,76112,15,23,132,0,884664,0,1236765,13,0,0,1,0,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0
2743,62730100,Female Perversions,Female Perversions,1997,NA,0,0,0,33,327,0,883973,0,1623500,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2744,62740100,The Yards,Yards The,2000,115,0,57339,8,146,438,20000000,882710,1400000,1380564,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2745,62760100,Pandora's Box,Pandoras Box,2002,NA,1,85610,14,42,263,800000,881950,0,1279657,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2746,62770100,Venom,Venom (2005),2005,87,0,519489,489,489,991,25000000,881745,0,1159606,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2747,62780100,Paprika,Paprika,2007,NA,0,35593,2,37,375,0,881302,0,1079849,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,0
2748,62790100,Delhi 6,Delhi 6,2009,NA,0,0,0,90,237,0,879913,17004284,989016,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
2749,62800100,The Closet,Closet The (Canadian Release),2001,NA,0,0,0,39,102,0,879496,0,1309912,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2750,62820100,The Hunting Party,Hunting Party The,2007,NA,0,39609,4,329,735,40000000,876671,6852881,1074176,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1
2751,62860100,Ta Ra Rum Pum,Ta Ra Rum Pum,2007,NA,0,425102,85,85,246,7400000,872643,8571221,1069236,13,0,0,1,0,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0
2752,62870100,Emma Smith: My Story,Emma Smith My Story,2008,NA,0,94663,36,37,257,0,872427,0,1024304,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1
2753,62880100,Where the Truth Lies,Where the Truth Lies,2005,NA,0,139542,92,92,234,25000000,872142,543514,1146977,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1
