,odid,display_name,od_name,production_year,running_time,sequel,opening_weekend_revenue,opening_weekend_theaters,maximum_theaters,theatrical_engagements,production_budget,domestic_box_office,international_box_office,inflation_adjusted_domestic_box_office,name_length,source_category.fiction_tale_novel,source_category.music_dance,source_category.original_screenplay,source_category.others,source_category.play_TV_movie_film,source_category.real_factual,source_category.NA,production_companies_size.Big_15,production_companies_size.Extra_small,production_companies_size.Large,production_companies_size.Medium,production_companies_size.NULL,production_companies_size.Others,production_companies_size.Small,Rank.others.x,Rank.act_1000,Rank.act_250,Rank.act_500.x,Rank.act_750,genre.Action,genre.Adventure,genre.Comedy,genre.Concert/Performance,genre.Documentary,genre.Drama,genre.Horror,genre.Musical,genre.Others,genre.Thriller/Suspense,genre.Western,rating.G,rating.NC-17,rating.Not Rated,rating.Open,rating.PG,rating.PG-13,rating.R,Rank.others.y,Rank.dir_100,Rank.dir_20,Rank.dir_200,Rank.dir_500,Rank.dir_900,Rank.others
1,10100,Titanic,Titanic,1997,194,0,28638131,2674,3265,87202,200000000,658672302,1548943366,1147349023,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,20100,The Dark Knight,Dark Knight The,2008,152,1,158411483,4366,4366,39170,185000000,533345358,469546000,626080555,15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,30100,Star Wars Ep. IV: A New Hope,Star Wars Ep IV A New Hope,1977,119,0,1554475,43,2375,43684,11000000,460998007,325600000,1385311974,28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,40100,Shrek 2,Shrek 2,2004,92,1,108037878,4163,4223,33603,70000000,441226247,495781885,598959298,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,0,0,0
5,50100,ET: The Extra-Terrestrial,ET The Extra Terrestrial,1982,114,0,11911430,1101,3010,62065,10500000,435110554,357854772,1133175867,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,60100,Star Wars Ep. I: The Phantom Menace,Star Wars Ep I The Phantom Menace,1999,133,1,64810970,2970,3126,47092,115000000,474544677,552500000,761329663,35,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,70100,Pirates of the Caribbean: Dead ManÍs Chest,Pirates of the Caribbean Dead Mans Chest,2006,151,1,135634554,4133,4133,34395,225000000,423315812,642900000,544817142,42,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,80100,Spider-Man,Spider Man,2002,121,0,114844116,3615,3876,31297,139000000,403706375,418000000,585756409,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,90100,Transformers: Revenge of the Fallen,Transformers Revenge of the Fallen,2009,149,1,108966307,4234,4293,28686,210000000,402111870,434407829,451973742,35,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10,100100,Star Wars Ep. III: Revenge of the Sith,Star Wars Ep III Revenge of the Sith,2005,139,1,108435841,3661,3663,26895,115000000,380270577,468728300,500106226,38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,110100,The Lord of the Rings: The Return of the King,Lord of the Rings The Return of the King The,2003,201,1,72629713,3703,3703,35419,94000000,377845905,763557436,524448846,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,120100,Spider-Man 2,Spider Man 2,2004,127,1,88156227,4152,4166,29417,200000000,373524485,410180516,507054974,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,130100,The Passion of the Christ,Passion of the Christ The,2004,127,0,83848082,3043,3408,35829,25000000,370782930,251637737,503311818,25,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14,140100,Jurassic Park,Jurassic Park,1993,126,0,50159460,2404,2778,49159,63000000,395708305,643104279,760802636,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15,150100,The Lord of the Rings: The Two Towers,Lord of the Rings The Two Towers The,2002,179,1,62007528,3622,3622,32379,94000000,342548984,592150661,492516107,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,160100,Finding Nemo,Finding Nemo,2003,100,0,70251710,3374,3425,50008,94000000,380529370,555900000,518148559,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,160100,Finding Nemo,Finding Nemo,2003,100,0,70251710,3374,3425,50008,94000000,380529370,555900000,518148559,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,170100,Spider-Man 3,Spider Man 3,2007,139,1,151116516,4252,4324,27819,258000000,336530303,554345000,412347448,12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,180100,Forrest Gump,Forrest Gump,1994,142,0,24450602,1595,2365,56286,55000000,330151138,349699499,677605996,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20,190100,The Lion King,Lion King The,1994,87,0,1586753,2,2624,59212,79300000,422780140,564700000,761640898,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
21,200100,Shrek the Third,Shrek the Third,2007,92,1,121629270,4122,4172,28052,160000000,322719944,484610992,395425740,15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,210100,Transformers,Transformers The,2007,142,0,70502384,4011,4050,25816,151000000,319246193,389026399,391169383,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,220100,Iron Man,Iron Man,2008,126,0,102118668,4105,4154,33088,186000000,318604126,266000000,374051130,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,230100,Harry Potter and the SorcererÍs Stone,Harry Potter and the Sorcerers Stone,2001,152,0,90294621,3672,3672,36120,125000000,317575550,657179821,472336516,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,240100,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,2008,123,1,100137835,4260,4264,29717,185000000,317023851,469534294,372306743,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26,250100,The Lord of the Rings: The Fellowship of the Ring,Lord of the Rings The Fellowship of the Ring The,2001,179,0,47211490,3359,3381,39234,109000000,315544750,571666235,465453885,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
27,260100,Star Wars Ep. II: Attack of the Clones,Star Wars Ep II Attack of the Clones,2002,143,1,80027814,3161,3161,24854,115000000,310676740,346018875,450775367,38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28,270100,Pirates of the Caribbean: At WorldÍs End,Pirates of the Caribbean At Worlds End,2007,167,1,114732820,4362,4362,26611,300000000,309420425,654000000,379129960,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
29,280100,Star Wars Ep. VI: Return of the Jedi,Star Wars Ep VI Return of the Jedi,1983,133,1,23019618,1002,2111,40286,32500000,309205079,263500000,784006776,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
30,300100,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean The Curse of the Black Pearl,2003,144,0,46630690,3269,3416,36876,125000000,305411224,329542879,426967926,54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31,310100,Harry Potter and the Half-Blood Prince,Harry Potter and the Half Blood Prince,2009,153,1,77835727,4325,4455,27206,250000000,301959197,633124489,339402135,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32,320100,The Sixth Sense,Sixth Sense The,1999,107,0,26681262,2161,2821,51740,40000000,293506292,379300000,485424724,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,0,0,1,0,0,0
33,330100,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007,138,1,77108414,4285,4285,26297,150000000,292004738,650939197,357790688,41,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,340100,Up,Up,2009,89,0,68108790,3766,3886,30276,175000000,293004164,438538457,329336681,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,350100,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Chronicles of Narnia The Lion the Witch and the Wardrobe The,2005,140,0,65556312,3616,3853,33654,180000000,291710957,428828615,381557539,62,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,360100,Star Wars Ep. V: The Empire Strikes Back,Star Wars Ep V The Empire Strikes Back,1980,124,1,4910483,126,2322,30394,23000000,290271960,243900000,814319243,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37,370100,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005,150,1,102685961,3858,3858,29032,150000000,290013036,606898042,380987308,35,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38,390100,The Matrix Reloaded,Matrix Reloaded The,2003,138,1,91774413,3603,3603,23265,150000000,281553689,457023240,393614858,19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
39,400100,Meet the Fockers,Meet the Fockers,2004,114,1,46120980,3518,3554,29879,60000000,279167575,237400000,374023479,16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
40,410100,The Hangover,Hangover The,2009,100,0,44979319,3269,3545,35788,35000000,277322503,188441583,311710496,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,420100,Shrek,Shrek,2001,90,0,42347760,3587,3715,40234,50000000,267655011,224157783,398645183,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,430100,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,161,1,88357488,3682,3682,31179,100000000,261987880,616991754,379606879,39,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
43,440100,The Incredibles,Incredibles The,2004,115,0,70467623,3933,3933,32554,92000000,261441092,353285660,354488708,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44,450100,How the Grinch Stole Christmas,How the Grinch Stole Christmas (2000),2000,105,0,55820330,3127,3256,27579,123000000,260044825,85096578,406213839,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45,460100,Jaws,Jaws,1975,124,0,7790627,409,954,4026,12000000,260000000,210700000,1069170729,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,470100,Star Trek,Star Trek,2009,125,1,79204289,3849,4053,30077,140000000,257730019,127950427,289688545,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47,480100,I am Legend,I am Legend,2007,100,0,77211321,3606,3648,24705,150000000,256393010,329139674,311582688,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
48,490100,"Monsters, Inc.",Monsters Inc,2001,92,0,62577067,3237,3649,45411,115000000,289423425,270334294,416073179,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0
49,510100,Night at the Museum,Night at the Museum,2006,108,0,30433781,3685,3768,35881,110000000,250863268,328583139,314530373,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50,520100,Men in Black,Men in Black,1997,98,0,51068455,3020,3180,36282,90000000,250690539,337100000,460416977,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,0,0
51,530100,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,141,1,93687367,3855,3855,25764,130000000,249538952,547149597,338746113,40,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
52,540100,Toy Story 2,Toy Story 2,1999,92,1,300163,1,3257,37423,90000000,245852179,265506097,404450426,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,1,0,0,0,0
53,550100,Raiders of the Lost Ark,Raiders of the Lost Ark,1981,115,0,8305823,1078,1400,39733,20000000,248159971,141766000,708393874,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
54,560100,Cars,Cars,2006,116,0,60119509,3985,3988,30786,70000000,244082982,217568264,314140384,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
55,570100,Bruce Almighty,Bruce Almighty,2003,102,0,67953330,3483,3549,27824,81000000,242704995,241763613,339303993,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
56,590100,My Big Fat Greek Wedding,My Big Fat Greek Wedding,2002,95,0,597362,108,2016,46922,5000000,241438208,133451826,349597209,24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0
57,600100,Ghostbusters,Ghostbusters (1984),1984,107,0,13612564,1339,1506,35601,30000000,242212467,53000000,576147288,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
58,620100,X-Men: The Last Stand,X Men The Last Stand,2006,104,1,102750665,3690,3714,20809,210000000,234362462,224997093,301629851,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
59,630100,War of the Worlds,War of the Worlds,2005,116,0,64878725,3908,3910,23662,132000000,234280354,372556181,308109731,17,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
60,640100,Cast Away,Cast Away,2000,143,0,28883406,2774,3061,35313,85000000,233632142,193598374,356155260,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
61,650100,The Lost World: Jurassic Park,Lost World Jurassic Park,1997,134,0,72132785,3281,3565,28025,75000000,229086679,389552320,420740887,29,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
62,660100,Signs,Signs,2002,106,0,60116619,3264,3453,32710,70702619,227969295,180300000,330759665,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
63,670100,Hancock,Hancock,2008,92,0,62603879,3965,3965,22802,150000000,227946274,396287998,267630506,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
64,680100,The Bourne Ultimatum,Bourne Ultimatum The,2007,113,1,69283690,3660,3701,30169,130000000,227471070,214690492,278718182,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65,690100,Rush Hour 2,Rush Hour 2,2001,90,1,67408222,3118,3118,29579,90000000,226164286,121261546,336848924,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
66,700100,WALL-E,WALL E,2008,100,0,63087526,3992,3992,31093,180000000,223808164,308782830,262771918,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
67,710100,National Treasure 2: Book of Secrets,National Treasure Book of Secrets,2007,124,1,44783772,3832,3832,27371,0,219961501,237364303,267003525,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
68,730100,King Kong,King Kong (2005),2005,189,0,50130145,3568,3627,23569,207000000,218080025,332437332,285410607,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
69,750100,The Da Vinci Code,Da Vinci Code The,2006,152,0,77073388,3735,3757,23270,125000000,217536138,550284321,279973990,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
70,770100,Alvin and the Chipmunks,Alvin and the Chipmunks,2007,91,0,44307417,3475,3499,31341,55000000,217326974,145278059,263027819,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,780100,Saving Private Ryan,Saving Private Ryan,1998,169,0,30576104,2453,2807,42425,65000000,216335085,268700000,385296825,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
72,790100,Kung Fu Panda,Kung Fu Panda,2008,91,0,60239130,4114,4136,28198,130000000,215434591,416475940,252940616,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
73,800100,Mission: Impossible 2,Mission Impossible 2,2000,126,1,57845297,3653,3669,29439,120000000,215409889,334178627,336902657,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
74,810100,X2,X2,2003,135,1,85558731,3741,3749,24588,125000000,214949694,192761855,300501807,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
75,820100,Austin Powers in Goldmember,Austin Powers in Goldmember,2002,94,1,73071188,3613,3613,26320,63000000,213117789,79620837,309222533,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
76,840100,Back to the Future,Back to the Future,1985,116,0,11332134,1419,1815,36970,19000000,212259762,173265100,486655934,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77,850100,The Wedding Crashers,Wedding Crashers The,2005,119,0,33900720,2925,3131,31358,40000000,209218368,74000000,275149889,20,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
78,860100,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,2005,115,0,56178450,3770,3790,29143,150000000,206459076,269366408,271521061,33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
79,870100,Ratatouille,Ratatouille,2007,110,0,47027395,3940,3940,29675,150000000,206445654,420104041,252955933,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,880100,Austin Powers: The Spy Who Shagged Me,Austin Powers The Spy Who Shagged Me,1999,95,1,54917604,3312,3314,23868,35000000,206040085,104292551,341912969,37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
81,890100,Batman Begins,Batman Begins,2005,140,0,48745440,3858,3858,26196,150000000,205343774,153798948,270054291,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
82,910100,The Exorcist,Exorcist The,1973,121,0,0,0,1708,8928,12000000,202347346,197867132,202347346,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
83,920100,The Mummy Returns,Mummy Returns The,2001,129,1,68139035,3401,3553,27065,98000000,202007640,233032755,300870030,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,0,0
84,940100,Superman Returns,Superman Returns,2006,150,0,52535096,4065,4065,22200,232000000,200120000,173965065,257559017,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
85,950100,Gone with the Wind,Gone with the Wind,1939,220,0,945000,0,214,1877,3900000,198680470,191844722,3926220158,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
86,960100,Pearl Harbor,Pearl Harbor,2001,182,0,59078912,3214,3255,26045,151500000,198539855,250700000,295705112,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
87,970100,Monsters vs. Aliens,Monsters vs Aliens,2009,95,0,59321095,4104,4136,30726,175000000,198351526,183335854,222947114,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
88,980100,Happy Feet,Happy Feet,2006,108,0,41533432,3804,3804,33408,85000000,198000317,187000000,253470804,10,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
